InspectionID,VendorType,ViolationType,FineImposed,Date,Risk_level
INSP14881,Retail,Expired Product,6186,2024-10-22,High Risk
INSP14882,Retail,Poor Hygiene,9632,2025-01-22,Medium Risk
INSP14883,Retail,No License,2761,2025-04-11,High Risk
INSP14884,Retail,No License,6533,2024-07-02,High Risk
INSP14885,Restaurant,Poor Hygiene,8978,2025-05-11,Medium Risk
INSP14886,Street Vendor,Expired Product,6680,2025-10-11,High Risk
INSP14887,Restaurant,Expired Product,6319,2024-09-02,High Risk
INSP14888,Street Vendor,Expired Product,8063,2024-04-05,High Risk
INSP14889,Retail,Expired Product,4744,2025-07-04,High Risk
INSP14890,Retail,Expired Product,3974,2025-06-07,High Risk
INSP14891,Restaurant,Poor Hygiene,8771,2024-01-08,Medium Risk
INSP14892,Street Vendor,No License,3932,2025-11-16,High Risk
INSP14893,Restaurant,Expired Product,3442,2024-05-07,High Risk
INSP14894,Retail,Poor Hygiene,3202,2025-09-18,Medium Risk
INSP14895,Street Vendor,No License,702,2025-10-20,High Risk
INSP14896,Retail,No License,1833,2024-06-19,High Risk
INSP14897,Restaurant,Expired Product,8661,2024-01-13,High Risk
INSP14898,Retail,Expired Product,9720,2025-02-17,High Risk
INSP14899,Street Vendor,Poor Hygiene,1186,2024-08-29,Medium Risk
INSP14900,Street Vendor,No License,3056,2025-06-06,High Risk
INSP14901,Retail,Poor Hygiene,7192,2025-03-10,Medium Risk
INSP14902,Restaurant,No License,5277,2025-03-15,High Risk
INSP14903,Retail,Poor Hygiene,1717,2025-04-12,Medium Risk
INSP14904,Street Vendor,No License,5976,2025-09-05,High Risk
INSP14905,Street Vendor,Poor Hygiene,2896,2025-08-01,Medium Risk
INSP14906,Retail,Poor Hygiene,5474,2024-07-06,Medium Risk
INSP14907,Retail,Expired Product,5062,2024-11-13,High Risk
INSP14908,Street Vendor,No License,7600,2025-05-15,High Risk
INSP14909,Retail,Poor Hygiene,1550,2025-04-13,Medium Risk
INSP14910,Restaurant,Expired Product,6614,2024-07-24,High Risk
INSP14911,Retail,Expired Product,4502,2025-03-19,High Risk
INSP14912,Street Vendor,No License,1013,2025-08-18,High Risk
INSP14913,Restaurant,Poor Hygiene,7489,2024-03-14,Medium Risk
INSP14914,Street Vendor,Expired Product,1613,2024-04-09,High Risk
INSP14915,Street Vendor,Poor Hygiene,6313,2024-04-23,Medium Risk
INSP14916,Restaurant,No License,8585,2024-03-01,High Risk
INSP14917,Street Vendor,No License,4007,2024-06-22,High Risk
INSP14918,Restaurant,Poor Hygiene,2013,2025-09-07,Medium Risk
INSP14919,Restaurant,Poor Hygiene,3592,2025-05-17,Medium Risk
INSP14920,Retail,No License,5804,2025-08-31,High Risk
INSP14921,Restaurant,No License,8033,2024-11-10,High Risk
INSP14922,Street Vendor,Expired Product,5356,2025-03-04,High Risk
INSP14923,Retail,No License,1258,2024-07-19,High Risk
INSP14924,Street Vendor,No License,7156,2024-11-17,High Risk
INSP14925,Street Vendor,Expired Product,9251,2025-11-06,High Risk
INSP14926,Street Vendor,No License,5990,2025-05-15,High Risk
INSP14927,Street Vendor,Poor Hygiene,9081,2024-02-28,Medium Risk
INSP14928,Retail,Poor Hygiene,7730,2024-07-24,Medium Risk
INSP14929,Street Vendor,No License,1717,2024-11-13,High Risk
INSP14930,Street Vendor,Poor Hygiene,8084,2025-02-03,Medium Risk
INSP14931,Retail,Expired Product,2902,2025-06-06,High Risk
INSP14932,Restaurant,No License,4404,2025-10-13,High Risk
INSP14933,Street Vendor,Expired Product,9942,2024-01-10,High Risk
INSP14934,Retail,Poor Hygiene,8064,2025-06-05,Medium Risk
INSP14935,Street Vendor,Poor Hygiene,5093,2024-06-18,Medium Risk
INSP14936,Retail,Expired Product,9170,2024-03-28,High Risk
INSP14937,Retail,No License,1007,2025-12-21,High Risk
INSP14938,Street Vendor,Poor Hygiene,3231,2025-05-16,Medium Risk
INSP14939,Street Vendor,No License,8203,2024-02-18,High Risk
INSP14940,Restaurant,No License,741,2024-01-20,High Risk
INSP14941,Restaurant,Poor Hygiene,4787,2025-08-21,Medium Risk
INSP14942,Restaurant,No License,7628,2025-12-02,High Risk
INSP14943,Restaurant,Expired Product,2688,2024-06-22,High Risk
INSP14944,Street Vendor,Expired Product,7413,2024-01-23,High Risk
INSP14945,Retail,No License,9833,2025-09-22,High Risk
INSP14946,Street Vendor,Poor Hygiene,5262,2024-05-05,Medium Risk
INSP14947,Retail,Expired Product,7512,2025-11-28,High Risk
INSP14948,Restaurant,Expired Product,3299,2025-06-19,High Risk
INSP14949,Restaurant,Poor Hygiene,5407,2025-02-04,Medium Risk
INSP14950,Restaurant,Expired Product,9178,2024-03-17,High Risk
INSP14951,Restaurant,Expired Product,5007,2024-12-09,High Risk
INSP14952,Restaurant,Expired Product,3384,2024-11-14,High Risk
INSP14953,Restaurant,Poor Hygiene,5960,2024-03-03,Medium Risk
INSP14954,Street Vendor,No License,7785,2024-06-03,High Risk
INSP14955,Retail,Expired Product,7874,2025-01-08,High Risk
INSP14956,Retail,Expired Product,2117,2024-02-24,High Risk
INSP14957,Restaurant,Poor Hygiene,1910,2024-09-30,Medium Risk
INSP14958,Street Vendor,Poor Hygiene,9117,2024-12-22,Medium Risk
INSP14959,Restaurant,No License,7520,2025-05-19,High Risk
INSP14960,Street Vendor,Expired Product,5370,2025-12-28,High Risk
INSP14961,Street Vendor,No License,8816,2024-09-03,High Risk
INSP14962,Street Vendor,No License,3188,2024-04-23,High Risk
INSP14963,Restaurant,Expired Product,7799,2025-06-09,High Risk
INSP14964,Restaurant,Poor Hygiene,8352,2025-11-10,Medium Risk
INSP14965,Restaurant,No License,3318,2024-10-25,High Risk
INSP14966,Street Vendor,Expired Product,5603,2024-06-23,High Risk
INSP14967,Restaurant,Expired Product,2267,2025-04-27,High Risk
INSP14968,Restaurant,Poor Hygiene,4021,2025-07-17,Medium Risk
INSP14969,Restaurant,Poor Hygiene,7144,2024-04-03,Medium Risk
INSP14970,Retail,Poor Hygiene,6550,2025-02-10,Medium Risk
INSP14971,Retail,Poor Hygiene,2789,2024-08-11,Medium Risk
INSP14972,Retail,No License,8485,2024-01-16,High Risk
INSP14973,Retail,Expired Product,8147,2025-10-13,High Risk
INSP14974,Street Vendor,Expired Product,9926,2024-07-24,High Risk
INSP14975,Street Vendor,No License,9419,2024-05-16,High Risk
INSP14976,Street Vendor,Expired Product,3084,2025-09-04,High Risk
INSP14977,Street Vendor,Expired Product,4934,2024-09-03,High Risk
INSP14978,Retail,Poor Hygiene,3712,2024-03-18,Medium Risk
INSP14979,Street Vendor,Expired Product,5188,2024-08-25,High Risk
INSP14980,Retail,Poor Hygiene,2411,2025-02-09,Medium Risk
INSP14981,Retail,No License,877,2024-01-23,High Risk
INSP14982,Retail,Expired Product,8922,2025-11-07,High Risk
INSP14983,Street Vendor,Expired Product,5898,2024-03-19,High Risk
INSP14984,Retail,Expired Product,7451,2025-06-27,High Risk
INSP14985,Restaurant,Poor Hygiene,779,2024-03-27,Medium Risk
INSP14986,Restaurant,Expired Product,2674,2025-07-28,High Risk
INSP14987,Street Vendor,Expired Product,2162,2025-01-10,High Risk
INSP14988,Retail,No License,7969,2025-12-20,High Risk
INSP14989,Retail,No License,839,2024-12-18,High Risk
INSP14990,Retail,Expired Product,8245,2024-07-08,High Risk
INSP14991,Retail,No License,1690,2024-01-30,High Risk
INSP14992,Retail,No License,6179,2024-12-06,High Risk
INSP14993,Street Vendor,No License,8832,2025-03-02,High Risk
INSP14994,Retail,No License,7383,2025-09-30,High Risk
INSP14995,Street Vendor,Expired Product,6348,2025-12-08,High Risk
INSP14996,Retail,Poor Hygiene,2432,2025-09-03,Medium Risk
INSP14997,Restaurant,No License,2316,2025-02-13,High Risk
INSP14998,Street Vendor,Expired Product,9091,2025-10-19,High Risk
INSP14999,Street Vendor,Poor Hygiene,3739,2024-09-21,Medium Risk
INSP15000,Retail,Poor Hygiene,6091,2024-12-10,Medium Risk
INSP15001,Retail,Poor Hygiene,9011,2025-09-17,Medium Risk
INSP15002,Street Vendor,Expired Product,3676,2024-05-15,High Risk
INSP15003,Street Vendor,Expired Product,9082,2024-04-17,High Risk
INSP15004,Street Vendor,No License,8231,2025-03-15,High Risk
INSP15005,Restaurant,Poor Hygiene,7152,2024-07-08,Medium Risk
INSP15006,Street Vendor,Poor Hygiene,7577,2024-09-24,Medium Risk
INSP15007,Restaurant,Poor Hygiene,5015,2024-12-01,Medium Risk
INSP15008,Retail,Expired Product,718,2024-03-23,High Risk
INSP15009,Street Vendor,Expired Product,5139,2025-03-07,High Risk
INSP15010,Retail,No License,8564,2024-10-05,High Risk
INSP15011,Street Vendor,Expired Product,2413,2024-09-16,High Risk
INSP15012,Restaurant,Poor Hygiene,4555,2025-03-28,Medium Risk
INSP15013,Street Vendor,Poor Hygiene,4171,2025-02-22,Medium Risk
INSP15014,Street Vendor,No License,3557,2025-08-13,High Risk
INSP15015,Restaurant,Expired Product,726,2025-08-18,High Risk
INSP15016,Retail,No License,4068,2025-01-15,High Risk
INSP15017,Street Vendor,Expired Product,4626,2024-09-26,High Risk
INSP15018,Retail,No License,9882,2025-05-24,High Risk
INSP15019,Street Vendor,Poor Hygiene,6953,2025-03-15,Medium Risk
INSP15020,Street Vendor,No License,7753,2025-06-06,High Risk
INSP15021,Street Vendor,No License,903,2024-08-02,High Risk
INSP15022,Street Vendor,No License,8492,2024-02-04,High Risk
INSP15023,Street Vendor,No License,1729,2024-12-10,High Risk
INSP15024,Restaurant,Expired Product,7451,2024-07-18,High Risk
INSP15025,Retail,Expired Product,600,2024-01-19,High Risk
INSP15026,Retail,Poor Hygiene,5758,2024-02-05,Medium Risk
INSP15027,Street Vendor,Poor Hygiene,6172,2025-07-31,Medium Risk
INSP15028,Restaurant,Poor Hygiene,6305,2024-12-03,Medium Risk
INSP15029,Retail,Expired Product,7937,2025-12-11,High Risk
INSP15030,Retail,No License,9116,2025-11-24,High Risk
INSP15031,Restaurant,Poor Hygiene,2669,2025-06-19,Medium Risk
INSP15032,Street Vendor,Expired Product,8862,2025-12-27,High Risk
INSP15033,Street Vendor,Poor Hygiene,582,2024-03-16,Medium Risk
INSP15034,Street Vendor,No License,6515,2024-05-19,High Risk
INSP15035,Street Vendor,No License,5476,2024-10-06,High Risk
INSP15036,Restaurant,Poor Hygiene,8488,2024-01-10,Medium Risk
INSP15037,Restaurant,No License,5822,2025-11-11,High Risk
INSP15038,Restaurant,Poor Hygiene,7910,2024-05-24,Medium Risk
INSP15039,Retail,No License,1328,2024-05-10,High Risk
INSP15040,Street Vendor,Poor Hygiene,2309,2025-08-16,Medium Risk
INSP15041,Street Vendor,Expired Product,6307,2025-12-08,High Risk
INSP15042,Retail,Poor Hygiene,2662,2025-07-22,Medium Risk
INSP15043,Retail,Poor Hygiene,5807,2024-10-19,Medium Risk
INSP15044,Restaurant,Expired Product,3784,2025-04-18,High Risk
INSP15045,Restaurant,Expired Product,6217,2025-10-02,High Risk
INSP15046,Restaurant,Expired Product,5246,2024-10-19,High Risk
INSP15047,Street Vendor,Expired Product,6296,2024-12-15,High Risk
INSP15048,Street Vendor,No License,4421,2025-01-31,High Risk
INSP15049,Restaurant,No License,2469,2025-11-02,High Risk
INSP15050,Restaurant,Poor Hygiene,8576,2025-11-23,Medium Risk
INSP15051,Retail,No License,9586,2025-10-19,High Risk
INSP15052,Restaurant,Poor Hygiene,9195,2025-05-15,Medium Risk
INSP15053,Restaurant,No License,2590,2024-10-15,High Risk
INSP15054,Street Vendor,No License,7661,2024-02-18,High Risk
INSP15055,Street Vendor,Expired Product,5366,2024-12-23,High Risk
INSP15056,Street Vendor,Poor Hygiene,3251,2024-08-22,Medium Risk
INSP15057,Retail,Expired Product,2148,2025-02-15,High Risk
INSP15058,Street Vendor,Expired Product,1486,2024-04-25,High Risk
INSP15059,Restaurant,No License,4772,2025-04-27,High Risk
INSP15060,Retail,No License,2707,2025-05-21,High Risk
INSP15061,Street Vendor,Expired Product,6838,2025-03-17,High Risk
INSP15062,Street Vendor,No License,5191,2024-11-13,High Risk
INSP15063,Retail,Poor Hygiene,894,2024-08-05,Medium Risk
INSP15064,Restaurant,Expired Product,4584,2024-12-24,High Risk
INSP15065,Street Vendor,Expired Product,5587,2024-11-11,High Risk
INSP15066,Retail,Poor Hygiene,8926,2025-06-07,Medium Risk
INSP15067,Street Vendor,Expired Product,3125,2025-06-07,High Risk
INSP15068,Retail,No License,9111,2025-04-02,High Risk
INSP15069,Retail,Expired Product,2027,2025-06-12,High Risk
INSP15070,Retail,Expired Product,2967,2024-05-22,High Risk
INSP15071,Restaurant,Expired Product,3780,2025-05-05,High Risk
INSP15072,Restaurant,No License,1591,2025-06-25,High Risk
INSP15073,Street Vendor,No License,3313,2024-07-30,High Risk
INSP15074,Retail,Expired Product,3158,2024-04-28,High Risk
INSP15075,Restaurant,Expired Product,4218,2024-10-17,High Risk
INSP15076,Street Vendor,No License,5880,2024-09-06,High Risk
INSP15077,Retail,Expired Product,7085,2024-07-16,High Risk
INSP15078,Restaurant,No License,2057,2025-07-07,High Risk
INSP15079,Restaurant,Poor Hygiene,3389,2024-01-01,Medium Risk
INSP15080,Street Vendor,Expired Product,7747,2024-02-20,High Risk
INSP15081,Retail,Poor Hygiene,4415,2024-08-26,Medium Risk
INSP15082,Retail,Expired Product,1849,2024-10-13,High Risk
INSP15083,Restaurant,No License,4345,2024-12-07,High Risk
INSP15084,Retail,No License,9110,2024-02-09,High Risk
INSP15085,Street Vendor,Poor Hygiene,7528,2024-09-09,Medium Risk
INSP15086,Retail,Expired Product,5252,2024-09-03,High Risk
INSP15087,Restaurant,Expired Product,9752,2025-03-23,High Risk
INSP15088,Restaurant,Poor Hygiene,1221,2025-12-20,Medium Risk
INSP15089,Retail,Poor Hygiene,1011,2025-03-06,Medium Risk
INSP15090,Retail,Expired Product,4953,2024-04-25,High Risk
INSP15091,Restaurant,No License,3703,2024-02-07,High Risk
INSP15092,Restaurant,Poor Hygiene,4810,2024-03-09,Medium Risk
INSP15093,Restaurant,No License,7286,2025-09-13,High Risk
INSP15094,Restaurant,Expired Product,6678,2025-11-04,High Risk
INSP15095,Restaurant,No License,9219,2024-10-03,High Risk
INSP15096,Retail,Poor Hygiene,6980,2024-08-28,Medium Risk
INSP15097,Street Vendor,No License,1499,2025-06-04,High Risk
INSP15098,Street Vendor,Expired Product,546,2024-06-09,High Risk
INSP15099,Retail,Expired Product,4597,2024-05-26,High Risk
INSP15100,Restaurant,No License,9102,2025-02-13,High Risk
INSP15101,Retail,Poor Hygiene,1069,2024-01-27,Medium Risk
INSP15102,Street Vendor,No License,5655,2025-09-17,High Risk
INSP15103,Retail,Poor Hygiene,8590,2025-10-09,Medium Risk
INSP15104,Street Vendor,Expired Product,1639,2024-02-20,High Risk
INSP15105,Retail,No License,8530,2025-09-11,High Risk
INSP15106,Restaurant,No License,4291,2025-05-03,High Risk
INSP15107,Retail,Poor Hygiene,6099,2025-03-17,Medium Risk
INSP15108,Retail,Poor Hygiene,4730,2025-04-25,Medium Risk
INSP15109,Retail,No License,9415,2024-11-25,High Risk
INSP15110,Street Vendor,Expired Product,9800,2025-04-05,High Risk
INSP15111,Retail,No License,6062,2024-10-09,High Risk
INSP15112,Street Vendor,Poor Hygiene,629,2024-10-23,Medium Risk
INSP15113,Retail,Expired Product,1883,2024-12-05,High Risk
INSP15114,Retail,Expired Product,5898,2024-02-05,High Risk
INSP15115,Restaurant,Poor Hygiene,1504,2025-08-03,Medium Risk
INSP15116,Restaurant,No License,6659,2025-12-08,High Risk
INSP15117,Restaurant,No License,2139,2024-12-28,High Risk
INSP15118,Restaurant,Expired Product,6964,2025-02-19,High Risk
INSP15119,Street Vendor,Expired Product,7682,2024-10-28,High Risk
INSP15120,Restaurant,Expired Product,1388,2025-08-27,High Risk
INSP15121,Retail,Expired Product,3235,2024-03-20,High Risk
INSP15122,Retail,No License,1019,2024-07-15,High Risk
INSP15123,Street Vendor,Poor Hygiene,4789,2025-06-12,Medium Risk
INSP15124,Restaurant,No License,1218,2024-02-15,High Risk
INSP15125,Restaurant,No License,4700,2024-01-17,High Risk
INSP15126,Street Vendor,Poor Hygiene,3917,2025-02-28,Medium Risk
INSP15127,Street Vendor,No License,5607,2025-01-09,High Risk
INSP15128,Street Vendor,Expired Product,706,2025-05-24,High Risk
INSP15129,Restaurant,Expired Product,8104,2024-02-19,High Risk
INSP15130,Retail,Poor Hygiene,8585,2024-05-02,Medium Risk
INSP15131,Retail,No License,7293,2024-04-20,High Risk
INSP15132,Retail,Expired Product,8549,2025-10-03,High Risk
INSP15133,Restaurant,Poor Hygiene,4364,2025-06-20,Medium Risk
INSP15134,Restaurant,Expired Product,8669,2024-03-14,High Risk
INSP15135,Restaurant,Expired Product,7470,2025-02-03,High Risk
INSP15136,Street Vendor,No License,6518,2025-06-07,High Risk
INSP15137,Retail,Expired Product,5770,2025-05-25,High Risk
INSP15138,Street Vendor,Expired Product,2500,2025-10-24,High Risk
INSP15139,Retail,Expired Product,6948,2024-08-10,High Risk
INSP15140,Retail,Poor Hygiene,3982,2024-08-05,Medium Risk
INSP15141,Street Vendor,No License,1778,2024-03-08,High Risk
INSP15142,Retail,Expired Product,6433,2024-10-07,High Risk
INSP15143,Street Vendor,No License,5831,2024-04-18,High Risk
INSP15144,Street Vendor,Expired Product,9204,2025-09-11,High Risk
INSP15145,Retail,Expired Product,533,2024-06-12,High Risk
INSP15146,Restaurant,Poor Hygiene,4841,2025-06-16,Medium Risk
INSP15147,Retail,Poor Hygiene,7473,2025-12-17,Medium Risk
INSP15148,Street Vendor,No License,2391,2025-12-08,High Risk
INSP15149,Street Vendor,Poor Hygiene,5050,2025-05-13,Medium Risk
INSP15150,Restaurant,Poor Hygiene,8063,2025-05-24,Medium Risk
INSP15151,Restaurant,Poor Hygiene,592,2025-06-06,Medium Risk
INSP15152,Restaurant,No License,4348,2024-12-09,High Risk
INSP15153,Restaurant,Poor Hygiene,5660,2025-11-13,Medium Risk
INSP15154,Street Vendor,Expired Product,3589,2024-05-04,High Risk
INSP15155,Restaurant,Poor Hygiene,7222,2024-08-25,Medium Risk
INSP15156,Street Vendor,No License,3096,2025-04-28,High Risk
INSP15157,Retail,Poor Hygiene,8327,2024-01-24,Medium Risk
INSP15158,Retail,Poor Hygiene,7270,2025-07-03,Medium Risk
INSP15159,Street Vendor,Poor Hygiene,4597,2025-02-06,Medium Risk
INSP15160,Retail,No License,9828,2025-06-28,High Risk
INSP15161,Restaurant,No License,3034,2024-08-27,High Risk
INSP15162,Restaurant,Poor Hygiene,7538,2025-08-21,Medium Risk
INSP15163,Retail,Expired Product,1486,2025-10-28,High Risk
INSP15164,Restaurant,Expired Product,9299,2024-02-07,High Risk
INSP15165,Restaurant,Expired Product,6123,2024-06-28,High Risk
INSP15166,Street Vendor,Expired Product,3683,2025-01-31,High Risk
INSP15167,Retail,No License,8233,2024-04-04,High Risk
INSP15168,Restaurant,Poor Hygiene,2083,2025-01-24,Medium Risk
INSP15169,Retail,Poor Hygiene,4550,2025-03-23,Medium Risk
INSP15170,Street Vendor,No License,3138,2025-08-23,High Risk
INSP15171,Retail,No License,1238,2025-06-16,High Risk
INSP15172,Street Vendor,Poor Hygiene,5294,2025-10-03,Medium Risk
INSP15173,Street Vendor,Expired Product,9924,2025-06-06,High Risk
INSP15174,Retail,Poor Hygiene,5302,2025-02-07,Medium Risk
INSP15175,Restaurant,No License,2387,2025-09-24,High Risk
INSP15176,Restaurant,Expired Product,9396,2025-03-23,High Risk
INSP15177,Street Vendor,Expired Product,8078,2024-11-13,High Risk
INSP15178,Retail,Poor Hygiene,4451,2025-09-10,Medium Risk
INSP15179,Street Vendor,Poor Hygiene,997,2024-02-09,Medium Risk
INSP15180,Retail,Expired Product,5081,2024-04-16,High Risk
INSP15181,Restaurant,Expired Product,4552,2024-07-24,High Risk
INSP15182,Restaurant,No License,1169,2024-11-15,High Risk
INSP15183,Street Vendor,Expired Product,690,2025-06-10,High Risk
INSP15184,Retail,No License,970,2024-09-20,High Risk
INSP15185,Street Vendor,Poor Hygiene,928,2025-10-02,Medium Risk
INSP15186,Retail,Poor Hygiene,9475,2024-06-11,Medium Risk
INSP15187,Restaurant,Poor Hygiene,1025,2025-12-05,Medium Risk
INSP15188,Restaurant,No License,6306,2025-06-25,High Risk
INSP15189,Restaurant,Poor Hygiene,7337,2024-01-05,Medium Risk
INSP15190,Retail,Poor Hygiene,7410,2025-06-23,Medium Risk
INSP15191,Retail,No License,517,2024-07-12,High Risk
INSP15192,Restaurant,Poor Hygiene,4867,2024-10-14,Medium Risk
INSP15193,Restaurant,Expired Product,3559,2025-07-08,High Risk
INSP15194,Restaurant,Expired Product,9902,2025-09-06,High Risk
INSP15195,Restaurant,No License,7265,2024-08-20,High Risk
INSP15196,Retail,Poor Hygiene,8012,2025-01-02,Medium Risk
INSP15197,Restaurant,Expired Product,3321,2024-02-23,High Risk
INSP15198,Street Vendor,Expired Product,5563,2024-04-01,High Risk
INSP15199,Retail,Expired Product,2287,2025-03-06,High Risk
INSP15200,Restaurant,No License,605,2025-08-10,High Risk
INSP15201,Retail,Poor Hygiene,9217,2024-06-23,Medium Risk
INSP15202,Retail,No License,7741,2024-12-23,High Risk
