CaseID,DistrictID,Date,CaseType,PatientCount,SeverityLevel
HC18169,4,10/31/2025,Typhoid,11,5
HC18170,14,11/2/2025,Diarrheal Disease,19,5
HC18171,12,10/28/2025,Typhoid,31,3
HC18172,22,6/25/2025,Food Poisoning,2,4
HC18173,5,1/7/2024,Diarrheal Disease,36,2
HC18174,20,4/15/2024,Food Poisoning,36,2
HC18175,6,6/30/2025,Typhoid,21,5
HC18176,23,9/24/2024,Food Poisoning,26,3
HC18177,23,12/5/2025,Typhoid,14,2
HC18178,17,6/23/2025,Diarrheal Disease,14,2
HC18179,11,11/10/2025,Diarrheal Disease,9,1
HC18180,10,11/8/2024,Diarrheal Disease,31,4
HC18181,1,9/26/2024,Diarrheal Disease,10,1
HC18182,18,8/25/2024,Typhoid,21,5
HC18183,2,8/3/2024,Diarrheal Disease,3,1
HC18184,15,3/24/2025,Food Poisoning,30,1
HC18185,10,10/19/2025,Diarrheal Disease,13,4
HC18186,11,4/22/2024,Diarrheal Disease,4,5
HC18187,2,12/8/2024,Food Poisoning,9,4
HC18188,6,12/28/2024,Food Poisoning,34,2
HC18189,26,10/21/2025,Typhoid,16,5
HC18190,23,11/16/2024,Food Poisoning,3,5
HC18191,26,8/5/2024,Diarrheal Disease,22,5
HC18192,6,4/8/2025,Food Poisoning,19,4
HC18193,18,3/2/2025,Food Poisoning,30,3
HC18194,15,12/25/2025,Typhoid,30,2
HC18195,1,5/28/2025,Diarrheal Disease,26,1
HC18196,21,4/10/2024,Typhoid,10,1
HC18197,6,3/13/2024,Food Poisoning,14,5
HC18198,17,1/30/2025,Food Poisoning,5,2
HC18199,26,7/30/2025,Diarrheal Disease,4,1
HC18200,19,10/20/2024,Diarrheal Disease,8,1
HC18201,3,8/16/2025,Typhoid,23,1
HC18202,5,8/5/2025,Food Poisoning,20,1
HC18203,23,9/14/2024,Typhoid,22,5
HC18204,12,2/28/2024,Diarrheal Disease,3,1
HC18205,14,3/6/2025,Food Poisoning,14,2
HC18206,21,7/10/2025,Food Poisoning,21,3
HC18207,12,1/17/2024,Diarrheal Disease,37,5
HC18208,6,6/19/2025,Food Poisoning,10,2
HC18209,4,9/27/2024,Diarrheal Disease,37,5
HC18210,9,10/21/2025,Food Poisoning,32,2
HC18211,26,10/19/2024,Diarrheal Disease,32,4
HC18212,16,8/20/2024,Food Poisoning,19,3
HC18213,7,1/19/2025,Food Poisoning,37,3
HC18214,6,5/30/2025,Diarrheal Disease,13,3
HC18215,1,11/10/2025,Diarrheal Disease,15,3
HC18216,5,12/7/2025,Diarrheal Disease,18,3
HC18217,22,7/12/2025,Typhoid,36,2
HC18218,23,6/3/2025,Food Poisoning,1,5
HC18219,16,7/5/2025,Diarrheal Disease,28,5
HC18220,5,10/27/2024,Typhoid,8,2
HC18221,11,10/8/2025,Food Poisoning,31,3
HC18222,22,12/3/2025,Food Poisoning,14,2
HC18223,18,2/12/2024,Food Poisoning,14,4
HC18224,22,12/11/2024,Typhoid,3,4
HC18225,1,8/25/2024,Typhoid,4,1
HC18226,25,1/22/2025,Food Poisoning,22,5
HC18227,26,7/4/2025,Diarrheal Disease,15,1
HC18228,10,9/21/2025,Food Poisoning,5,1
HC18229,15,7/3/2025,Typhoid,36,5
HC18230,14,11/13/2025,Diarrheal Disease,24,3
HC18231,4,3/13/2024,Typhoid,5,4
HC18232,1,1/31/2024,Food Poisoning,17,3
HC18233,25,10/22/2025,Diarrheal Disease,29,4
HC18234,19,6/29/2025,Diarrheal Disease,24,4
HC18235,20,2/12/2024,Typhoid,6,4
HC18236,21,9/24/2024,Food Poisoning,21,1
HC18237,15,2/29/2024,Typhoid,30,2
HC18238,19,8/20/2024,Typhoid,18,4
HC18239,5,8/30/2025,Diarrheal Disease,38,2
HC18240,26,6/12/2025,Food Poisoning,30,4
HC18241,14,11/25/2025,Food Poisoning,35,4
HC18242,7,12/8/2025,Food Poisoning,31,5
HC18243,22,2/28/2024,Diarrheal Disease,37,4
HC18244,13,6/12/2024,Diarrheal Disease,2,2
HC18245,3,2/11/2024,Diarrheal Disease,18,1
HC18246,4,8/1/2025,Diarrheal Disease,23,3
HC18247,2,5/11/2025,Diarrheal Disease,11,3
HC18248,23,11/19/2024,Diarrheal Disease,21,3
HC18249,15,9/12/2024,Diarrheal Disease,31,1
HC18250,6,5/11/2024,Food Poisoning,3,4
HC18251,8,1/17/2024,Diarrheal Disease,9,4
HC18252,24,1/4/2025,Typhoid,2,5
HC18253,23,8/25/2024,Typhoid,33,4
HC18254,7,11/2/2024,Diarrheal Disease,21,1
HC18255,16,2/6/2025,Food Poisoning,6,2
HC18256,26,10/10/2025,Typhoid,2,2
HC18257,18,10/19/2024,Diarrheal Disease,4,3
HC18258,20,3/2/2025,Diarrheal Disease,24,3
HC18259,2,1/3/2024,Typhoid,35,1
HC18260,18,12/6/2025,Diarrheal Disease,10,2
HC18261,23,7/31/2025,Food Poisoning,4,2
HC18262,2,6/25/2024,Food Poisoning,21,2
HC18263,22,5/5/2025,Food Poisoning,19,5
HC18264,4,10/31/2024,Diarrheal Disease,35,2
HC18265,15,4/10/2024,Food Poisoning,28,3
HC18266,12,12/8/2024,Typhoid,36,2
HC18267,22,10/14/2024,Diarrheal Disease,16,1
HC18268,15,4/27/2024,Typhoid,35,3
HC18269,9,2/21/2025,Food Poisoning,16,3
HC18270,23,3/21/2025,Typhoid,10,3
HC18271,25,7/1/2025,Food Poisoning,31,2
HC18272,26,6/3/2024,Food Poisoning,1,4
HC18273,24,3/22/2025,Diarrheal Disease,27,4
HC18274,25,1/14/2024,Typhoid,8,2
HC18275,24,7/15/2025,Typhoid,30,2
HC18276,10,6/23/2024,Diarrheal Disease,1,1
HC18277,24,3/26/2025,Diarrheal Disease,19,4
HC18278,5,10/30/2025,Food Poisoning,9,5
HC18279,1,1/3/2025,Food Poisoning,36,2
HC18280,25,8/19/2024,Food Poisoning,10,1
HC18281,23,3/4/2025,Diarrheal Disease,16,1
HC18282,25,1/9/2024,Food Poisoning,8,5
HC18283,18,11/12/2025,Diarrheal Disease,25,1
HC18284,8,6/15/2024,Diarrheal Disease,17,5
HC18285,12,8/19/2024,Diarrheal Disease,9,4
HC18286,4,9/28/2025,Food Poisoning,12,2
HC18287,10,4/21/2025,Typhoid,16,4
HC18288,15,4/9/2024,Food Poisoning,3,1
HC18289,17,7/20/2025,Food Poisoning,3,3
HC18290,9,10/3/2024,Typhoid,8,3
HC18291,20,8/1/2025,Food Poisoning,1,5
HC18292,20,3/2/2025,Diarrheal Disease,13,4
HC18293,3,12/21/2025,Food Poisoning,19,4
HC18294,5,3/17/2024,Typhoid,7,3
HC18295,5,1/16/2024,Typhoid,21,4
HC18296,19,7/19/2024,Food Poisoning,3,3
HC18297,11,2/18/2025,Food Poisoning,20,2
HC18298,20,2/9/2024,Typhoid,3,5
HC18299,9,3/19/2025,Food Poisoning,26,5
HC18300,2,10/25/2025,Food Poisoning,36,2
HC18301,24,11/30/2024,Typhoid,37,1
HC18302,1,9/8/2025,Typhoid,30,4
HC18303,11,12/12/2025,Diarrheal Disease,19,5
HC18304,18,4/4/2025,Diarrheal Disease,2,2
HC18305,5,7/22/2025,Typhoid,18,5
HC18306,7,7/22/2025,Diarrheal Disease,26,3
HC18307,17,1/8/2025,Food Poisoning,24,5
HC18308,18,12/7/2024,Typhoid,25,4
HC18309,24,8/9/2025,Diarrheal Disease,23,4
HC18310,16,5/9/2025,Diarrheal Disease,7,5
HC18311,23,10/4/2024,Typhoid,24,4
HC18312,18,2/2/2024,Food Poisoning,34,5
HC18313,24,12/4/2025,Diarrheal Disease,12,5
HC18314,14,5/23/2025,Diarrheal Disease,15,1
HC18315,22,1/31/2025,Typhoid,27,4
HC18316,14,8/2/2024,Food Poisoning,7,2
HC18317,19,6/2/2024,Typhoid,27,2
HC18318,24,6/29/2025,Food Poisoning,22,5
HC18319,9,1/25/2025,Typhoid,1,3
HC18320,19,5/20/2024,Diarrheal Disease,20,2
HC18321,24,10/28/2025,Typhoid,23,4
HC18322,13,1/8/2024,Typhoid,27,2
HC18323,12,10/27/2024,Diarrheal Disease,24,1
HC18324,24,11/23/2025,Food Poisoning,28,5
HC18325,8,7/10/2024,Diarrheal Disease,33,5
HC18326,21,1/16/2024,Typhoid,24,3
HC18327,3,3/5/2025,Typhoid,23,3
HC18328,18,2/5/2024,Diarrheal Disease,19,1
HC18329,4,9/10/2024,Diarrheal Disease,31,1
HC18330,15,6/14/2024,Diarrheal Disease,24,2
HC18331,13,12/27/2025,Diarrheal Disease,4,3
HC18332,10,11/14/2024,Food Poisoning,10,3
HC18333,23,11/13/2025,Diarrheal Disease,32,4
HC18334,26,11/3/2025,Food Poisoning,20,3
HC18335,9,3/25/2025,Food Poisoning,30,4
HC18336,5,4/20/2025,Diarrheal Disease,34,2
HC18337,15,8/5/2025,Typhoid,11,2
HC18338,11,8/25/2024,Diarrheal Disease,17,3
HC18339,22,10/7/2024,Diarrheal Disease,6,3
HC18340,5,11/20/2024,Food Poisoning,13,3
HC18341,12,11/15/2025,Food Poisoning,30,2
HC18342,9,3/18/2024,Typhoid,20,5
HC18343,15,1/8/2024,Typhoid,12,3
HC18344,2,6/16/2025,Food Poisoning,6,4
HC18345,26,2/10/2024,Food Poisoning,21,4
HC18346,14,10/12/2025,Typhoid,14,5
HC18347,6,1/12/2025,Diarrheal Disease,36,1
HC18348,3,1/2/2025,Diarrheal Disease,4,3
HC18349,19,8/25/2024,Food Poisoning,32,1
HC18350,20,1/1/2025,Food Poisoning,21,2
HC18351,8,11/7/2024,Diarrheal Disease,24,4
HC18352,26,12/16/2025,Diarrheal Disease,19,4
HC18353,4,12/20/2025,Food Poisoning,8,4
HC18354,3,3/19/2024,Food Poisoning,35,3
HC18355,8,6/27/2025,Typhoid,30,1
HC18356,5,1/29/2025,Diarrheal Disease,24,1
HC18357,8,1/24/2024,Typhoid,1,5
HC18358,18,3/12/2024,Food Poisoning,38,4
HC18359,20,6/22/2025,Typhoid,13,3
HC18360,21,11/19/2025,Food Poisoning,22,3
HC18361,11,5/31/2025,Typhoid,7,3
HC18362,1,10/6/2024,Food Poisoning,18,5
HC18363,6,4/4/2024,Food Poisoning,4,2
HC18364,10,11/27/2025,Typhoid,37,3
HC18365,10,2/22/2024,Food Poisoning,23,4
HC18366,23,2/6/2025,Typhoid,35,1
HC18367,19,2/10/2024,Typhoid,26,2
HC18368,4,2/19/2025,Diarrheal Disease,23,4
HC18369,10,7/4/2024,Food Poisoning,4,1
HC18370,4,3/11/2025,Diarrheal Disease,17,3
HC18371,18,9/20/2025,Diarrheal Disease,16,2
HC18372,7,2/24/2025,Diarrheal Disease,2,2
HC18373,22,12/19/2025,Diarrheal Disease,36,3
HC18374,6,10/30/2024,Diarrheal Disease,1,2
HC18375,9,5/20/2025,Diarrheal Disease,38,3
HC18376,20,9/10/2024,Typhoid,37,3
HC18377,7,8/29/2024,Food Poisoning,11,2
HC18378,7,5/2/2024,Food Poisoning,27,2
HC18379,18,5/25/2025,Diarrheal Disease,32,3
HC18380,18,3/3/2025,Food Poisoning,38,4
HC18381,16,10/20/2025,Typhoid,39,3
HC18382,16,10/13/2025,Diarrheal Disease,4,5
HC18383,16,6/19/2025,Typhoid,30,2
HC18384,17,7/26/2025,Diarrheal Disease,14,2
HC18385,9,1/25/2024,Diarrheal Disease,34,3
HC18386,20,9/7/2025,Typhoid,17,4
HC18387,11,2/9/2024,Diarrheal Disease,1,1
HC18388,6,12/4/2025,Diarrheal Disease,2,3
HC18389,22,2/23/2024,Food Poisoning,4,2
HC18390,13,10/31/2025,Diarrheal Disease,36,5
HC18391,25,5/25/2025,Diarrheal Disease,14,4
HC18392,23,3/17/2024,Food Poisoning,16,1
HC18393,1,10/13/2024,Diarrheal Disease,14,5
HC18394,6,1/21/2024,Diarrheal Disease,38,5
HC18395,21,5/27/2024,Typhoid,22,1
HC18396,24,10/31/2025,Diarrheal Disease,3,1
HC18397,15,4/29/2025,Diarrheal Disease,33,3
HC18398,10,5/7/2025,Diarrheal Disease,30,5
HC18399,19,3/10/2024,Typhoid,16,4
HC18400,23,6/20/2024,Food Poisoning,18,3
HC18401,8,10/18/2025,Food Poisoning,22,2
HC18402,26,4/27/2024,Diarrheal Disease,20,3
HC18403,26,11/23/2024,Typhoid,27,1
HC18404,24,8/19/2024,Diarrheal Disease,4,5
HC18405,15,8/16/2025,Typhoid,15,4
HC18406,10,8/7/2025,Typhoid,28,4
HC18407,22,1/2/2025,Diarrheal Disease,34,1
HC18408,6,4/13/2025,Typhoid,1,2
HC18409,11,9/4/2025,Food Poisoning,5,1
HC18410,13,2/8/2024,Typhoid,20,3
HC18411,25,4/30/2025,Typhoid,5,4
HC18412,7,8/28/2024,Diarrheal Disease,19,1
HC18413,18,2/6/2025,Typhoid,9,1
HC18414,8,9/6/2025,Food Poisoning,36,1
HC18415,1,6/1/2025,Diarrheal Disease,39,1
HC18416,3,6/19/2025,Diarrheal Disease,34,3
HC18417,17,11/22/2025,Typhoid,24,3
HC18418,19,1/4/2025,Food Poisoning,5,1
HC18419,8,5/12/2024,Typhoid,25,2
HC18420,14,5/13/2025,Diarrheal Disease,7,1
HC18421,16,12/28/2024,Food Poisoning,30,4
HC18422,9,9/29/2024,Diarrheal Disease,18,2
HC18423,5,12/22/2024,Food Poisoning,25,2
HC18424,11,9/24/2024,Food Poisoning,32,4
HC18425,20,9/18/2025,Diarrheal Disease,4,5
HC18426,12,8/12/2025,Typhoid,26,4
HC18427,25,2/20/2024,Typhoid,11,5
HC18428,4,1/7/2024,Typhoid,2,4
HC18429,17,8/27/2024,Food Poisoning,17,2
HC18430,1,4/12/2024,Diarrheal Disease,28,4
HC18431,12,6/2/2024,Typhoid,8,4
HC18432,8,6/22/2025,Typhoid,17,4
HC18433,3,8/7/2025,Typhoid,33,1
HC18434,8,2/14/2025,Typhoid,7,3
HC18435,18,6/28/2024,Diarrheal Disease,23,4
HC18436,21,10/3/2025,Typhoid,15,5
HC18437,1,5/15/2025,Diarrheal Disease,11,5
HC18438,23,8/11/2024,Typhoid,38,2
HC18439,19,9/19/2024,Diarrheal Disease,24,2
HC18440,10,4/29/2024,Diarrheal Disease,26,2
HC18441,21,2/16/2024,Typhoid,7,5
HC18442,8,3/7/2025,Typhoid,1,1
HC18443,6,7/1/2024,Typhoid,29,2
HC18444,16,12/29/2025,Typhoid,16,5
HC18445,16,3/31/2024,Typhoid,35,5
HC18446,18,7/7/2025,Diarrheal Disease,37,3
HC18447,6,12/4/2025,Food Poisoning,20,1
HC18448,20,1/21/2024,Food Poisoning,11,1
HC18449,4,4/16/2024,Food Poisoning,1,3
HC18450,9,11/19/2024,Diarrheal Disease,13,2
HC18451,6,5/21/2024,Food Poisoning,32,5
HC18452,9,7/14/2025,Diarrheal Disease,5,1
HC18453,3,6/22/2024,Food Poisoning,33,3
HC18454,3,12/29/2024,Typhoid,29,2
HC18455,19,3/15/2024,Food Poisoning,38,4
HC18456,2,10/21/2024,Typhoid,4,3
HC18457,15,6/26/2024,Diarrheal Disease,11,3
HC18458,26,8/31/2024,Typhoid,6,2
HC18459,10,6/4/2025,Typhoid,16,2
HC18460,9,7/1/2025,Diarrheal Disease,16,3
HC18461,18,5/15/2025,Diarrheal Disease,15,2
HC18462,17,4/20/2024,Food Poisoning,17,5
HC18463,10,3/24/2025,Diarrheal Disease,38,1
HC18464,1,4/26/2024,Typhoid,39,5
HC18465,11,9/4/2025,Food Poisoning,32,3
HC18466,11,9/5/2024,Typhoid,39,5
HC18467,23,8/30/2025,Food Poisoning,33,4
HC18468,1,9/3/2024,Diarrheal Disease,39,3
HC18469,12,4/25/2025,Diarrheal Disease,32,2
HC18470,20,6/2/2025,Food Poisoning,2,3
HC18471,22,8/17/2024,Typhoid,32,3
HC18472,15,3/23/2025,Diarrheal Disease,38,2
HC18473,24,10/23/2025,Diarrheal Disease,36,3
HC18474,25,12/13/2024,Food Poisoning,7,2
HC18475,15,8/30/2024,Diarrheal Disease,14,5
HC18476,2,2/6/2024,Diarrheal Disease,36,3
HC18477,16,1/26/2024,Food Poisoning,17,4
HC18478,10,11/9/2025,Typhoid,36,5
HC18479,9,3/14/2025,Diarrheal Disease,19,4
HC18480,5,5/28/2024,Food Poisoning,29,5
HC18481,22,3/11/2024,Typhoid,14,1
HC18482,22,10/26/2025,Typhoid,37,4
HC18483,12,9/7/2024,Typhoid,27,3
HC18484,12,2/7/2024,Diarrheal Disease,31,4
HC18485,15,10/2/2025,Food Poisoning,16,4
HC18486,7,8/5/2024,Typhoid,23,4
HC18487,26,10/12/2025,Food Poisoning,10,3
HC18488,1,3/2/2024,Food Poisoning,23,2
HC18489,23,5/26/2025,Food Poisoning,7,5
HC18490,20,10/17/2025,Typhoid,33,1
HC18491,7,3/11/2024,Diarrheal Disease,8,4
HC18492,1,6/3/2024,Typhoid,8,2
HC18493,12,2/12/2024,Typhoid,14,2
HC18494,3,12/16/2025,Diarrheal Disease,36,5
HC18495,26,6/21/2024,Typhoid,35,4
HC18496,19,12/4/2024,Food Poisoning,27,4
HC18497,8,2/28/2025,Diarrheal Disease,14,1
HC18498,23,9/2/2025,Typhoid,38,1
HC18499,23,2/10/2024,Food Poisoning,9,4
HC18500,11,7/1/2024,Diarrheal Disease,27,1
HC18501,11,8/23/2025,Typhoid,15,3
HC18502,1,6/13/2024,Food Poisoning,23,2
HC18503,16,3/19/2024,Typhoid,9,3
HC18504,18,9/21/2025,Typhoid,20,1
HC18505,4,4/13/2025,Typhoid,9,5
HC18506,13,8/22/2024,Food Poisoning,2,4
HC18507,1,9/28/2024,Typhoid,17,2
HC18508,20,8/24/2025,Diarrheal Disease,35,1
HC18509,15,7/8/2025,Typhoid,11,5
HC18510,3,4/20/2025,Diarrheal Disease,20,5
HC18511,26,12/14/2025,Diarrheal Disease,12,1
HC18512,14,4/28/2024,Diarrheal Disease,36,4
HC18513,10,10/6/2025,Diarrheal Disease,34,5
HC18514,19,4/12/2024,Diarrheal Disease,26,2
HC18515,10,12/7/2025,Typhoid,37,2
HC18516,10,11/21/2025,Diarrheal Disease,4,4
HC18517,16,5/21/2024,Diarrheal Disease,25,2
HC18518,9,4/6/2024,Diarrheal Disease,12,4
HC18519,9,1/1/2024,Diarrheal Disease,24,3
HC18520,24,12/30/2024,Typhoid,34,1
HC18521,22,8/11/2025,Diarrheal Disease,24,4
HC18522,12,9/15/2025,Typhoid,4,4
HC18523,7,12/15/2025,Food Poisoning,5,1
HC18524,13,9/14/2025,Typhoid,16,5
HC18525,1,1/9/2025,Diarrheal Disease,24,4
HC18526,3,1/15/2024,Typhoid,37,5
HC18527,11,3/26/2025,Food Poisoning,1,5
HC18528,3,11/14/2025,Typhoid,35,2
HC18529,15,11/23/2025,Diarrheal Disease,37,5
HC18530,23,10/26/2024,Diarrheal Disease,29,2
HC18531,4,5/16/2025,Diarrheal Disease,35,2
HC18532,17,12/11/2025,Typhoid,32,4
HC18533,4,10/20/2025,Typhoid,9,4
HC18534,5,7/24/2024,Diarrheal Disease,3,5
HC18535,13,9/24/2024,Typhoid,5,2
HC18536,21,10/18/2024,Food Poisoning,6,2
HC18537,16,6/11/2024,Typhoid,16,3
HC18538,5,12/5/2025,Typhoid,5,2
HC18539,15,7/9/2024,Food Poisoning,14,4
HC18540,26,12/26/2024,Typhoid,11,2
HC18541,8,2/21/2024,Diarrheal Disease,37,4
HC18542,13,1/4/2024,Diarrheal Disease,32,4
HC18543,23,9/12/2025,Food Poisoning,32,4
HC18544,1,7/17/2025,Food Poisoning,3,4
HC18545,13,7/12/2024,Food Poisoning,37,5
HC18546,12,3/22/2024,Food Poisoning,23,1
HC18547,16,7/10/2024,Diarrheal Disease,11,4
HC18548,22,10/31/2025,Diarrheal Disease,6,2
HC18549,14,5/6/2025,Typhoid,38,4
HC18550,4,4/14/2025,Food Poisoning,32,4
HC18551,18,6/7/2024,Diarrheal Disease,15,3
HC18552,6,6/6/2025,Food Poisoning,27,1
HC18553,26,4/18/2025,Diarrheal Disease,4,4
HC18554,4,7/4/2024,Food Poisoning,3,1
HC18555,2,10/13/2025,Food Poisoning,32,3
HC18556,5,9/5/2025,Typhoid,34,4
HC18557,12,11/20/2024,Diarrheal Disease,9,2
HC18558,11,12/25/2025,Food Poisoning,33,3
HC18559,23,8/8/2024,Diarrheal Disease,4,5
HC18560,11,3/22/2024,Food Poisoning,26,3
HC18561,11,8/5/2024,Typhoid,38,5
HC18562,5,3/26/2024,Typhoid,37,3
HC18563,5,4/1/2025,Diarrheal Disease,1,1
HC18564,7,9/29/2025,Food Poisoning,18,3
HC18565,21,10/15/2025,Diarrheal Disease,20,1
HC18566,24,6/13/2024,Typhoid,33,5
HC18567,11,4/26/2024,Diarrheal Disease,16,2
HC18568,9,10/23/2024,Diarrheal Disease,15,4
HC18569,22,12/12/2024,Diarrheal Disease,28,5
HC18570,4,3/26/2025,Typhoid,10,1
HC18571,6,8/25/2025,Food Poisoning,6,3
HC18572,2,6/7/2025,Typhoid,3,2
HC18573,10,5/2/2025,Diarrheal Disease,8,4
HC18574,2,11/1/2025,Food Poisoning,2,4
HC18575,6,4/5/2024,Typhoid,25,3
HC18576,5,6/9/2024,Food Poisoning,28,1
HC18577,18,1/20/2024,Diarrheal Disease,8,1
HC18578,14,12/29/2025,Diarrheal Disease,21,2
HC18579,7,5/27/2024,Diarrheal Disease,39,2
HC18580,6,9/13/2025,Typhoid,16,5
HC18581,2,4/26/2025,Food Poisoning,36,1
HC18582,4,7/21/2024,Food Poisoning,38,5
HC18583,25,8/26/2024,Diarrheal Disease,7,3
HC18584,12,10/5/2025,Typhoid,3,4
HC18585,4,5/17/2024,Diarrheal Disease,32,2
HC18586,16,6/22/2025,Typhoid,29,5
HC18587,16,11/5/2024,Diarrheal Disease,2,2
HC18588,5,3/2/2025,Typhoid,23,5
HC18589,12,2/23/2025,Food Poisoning,5,3
HC18590,19,7/10/2024,Diarrheal Disease,15,5
HC18591,23,11/11/2025,Diarrheal Disease,16,5
HC18592,21,8/20/2025,Typhoid,20,2
HC18593,3,3/28/2024,Food Poisoning,5,1
HC18594,15,12/25/2025,Food Poisoning,37,3
HC18595,2,6/8/2025,Food Poisoning,34,1
HC18596,1,8/13/2024,Typhoid,31,3
HC18597,12,12/28/2025,Typhoid,14,5
HC18598,13,2/4/2024,Food Poisoning,37,5
HC18599,25,7/31/2025,Food Poisoning,29,2
HC18600,5,7/24/2024,Food Poisoning,28,2
HC18601,25,12/14/2024,Food Poisoning,21,2
HC18602,20,9/20/2025,Diarrheal Disease,25,2
HC18603,9,9/19/2025,Typhoid,9,4
HC18604,15,8/15/2024,Typhoid,2,2
HC18605,16,10/6/2025,Diarrheal Disease,10,5
HC18606,23,7/12/2025,Typhoid,24,1
HC18607,20,7/9/2024,Food Poisoning,10,5
HC18608,17,4/15/2025,Food Poisoning,16,5
HC18609,3,3/27/2024,Food Poisoning,30,2
HC18610,4,4/13/2025,Food Poisoning,24,5
HC18611,6,2/21/2024,Diarrheal Disease,26,1
HC18612,17,5/4/2024,Diarrheal Disease,32,3
HC18613,6,8/5/2025,Typhoid,6,5
HC18614,20,11/13/2024,Diarrheal Disease,30,2
HC18615,11,7/18/2025,Food Poisoning,4,2
HC18616,21,11/1/2024,Diarrheal Disease,7,3
HC18617,11,1/29/2025,Typhoid,35,3
HC18618,1,2/20/2024,Typhoid,21,3
HC18619,6,9/30/2025,Typhoid,18,1
HC18620,11,6/15/2025,Food Poisoning,23,5
HC18621,13,2/9/2025,Food Poisoning,32,4
HC18622,19,3/6/2025,Typhoid,6,1
HC18623,15,1/3/2024,Typhoid,10,2
HC18624,23,10/29/2025,Typhoid,3,4
HC18625,12,12/29/2025,Diarrheal Disease,37,3
HC18626,18,6/1/2025,Diarrheal Disease,33,2
HC18627,15,8/14/2024,Food Poisoning,39,2
HC18628,23,9/29/2024,Typhoid,28,4
HC18629,13,8/15/2025,Typhoid,6,4
HC18630,21,8/8/2025,Typhoid,24,4
HC18631,5,9/26/2024,Typhoid,12,5
HC18632,17,10/26/2025,Diarrheal Disease,30,5
HC18633,24,1/5/2025,Diarrheal Disease,34,3
HC18634,10,7/9/2025,Food Poisoning,23,2
HC18635,20,12/28/2025,Food Poisoning,23,3
HC18636,16,9/2/2024,Diarrheal Disease,2,2
HC18637,23,4/15/2024,Diarrheal Disease,28,1
HC18638,18,2/14/2025,Typhoid,30,3
HC18639,22,4/23/2025,Food Poisoning,2,2
HC18640,16,5/25/2025,Typhoid,16,4
HC18641,3,1/8/2025,Diarrheal Disease,21,5
HC18642,26,11/4/2025,Typhoid,28,4
HC18643,22,2/11/2025,Diarrheal Disease,22,5
HC18644,19,11/4/2024,Diarrheal Disease,35,2
HC18645,4,6/1/2024,Food Poisoning,32,5
HC18646,4,7/31/2024,Typhoid,17,4
HC18647,26,1/11/2024,Typhoid,23,4
HC18648,24,6/5/2025,Diarrheal Disease,11,3
HC18649,10,6/15/2024,Diarrheal Disease,25,3
HC18650,10,11/22/2024,Typhoid,28,1
HC18651,23,12/28/2025,Food Poisoning,19,2
HC18652,21,6/13/2025,Diarrheal Disease,16,3
HC18653,1,11/15/2024,Food Poisoning,1,2
HC18654,5,2/21/2025,Diarrheal Disease,12,1
HC18655,24,7/24/2025,Food Poisoning,10,1
HC18656,25,6/9/2025,Diarrheal Disease,13,2
HC18657,10,8/3/2024,Diarrheal Disease,3,3
HC18658,14,3/1/2024,Typhoid,19,1
HC18659,11,2/20/2024,Typhoid,23,1
HC18660,1,5/21/2025,Food Poisoning,36,2
HC18661,16,2/13/2024,Diarrheal Disease,2,2
HC18662,6,10/27/2024,Typhoid,29,4
HC18663,9,9/27/2025,Diarrheal Disease,32,3
HC18664,20,2/11/2025,Diarrheal Disease,9,5
HC18665,5,11/13/2025,Typhoid,25,5
HC18666,3,9/4/2025,Food Poisoning,31,5
HC18667,19,9/13/2024,Typhoid,19,4
HC18668,26,3/18/2024,Diarrheal Disease,29,2
HC18669,24,4/9/2025,Diarrheal Disease,12,1
HC18670,6,9/5/2024,Diarrheal Disease,6,4
HC18671,5,5/26/2024,Typhoid,9,1
HC18672,20,11/21/2024,Diarrheal Disease,10,3
HC18673,11,1/1/2024,Food Poisoning,28,2
HC18674,2,6/6/2024,Food Poisoning,30,2
HC18675,3,5/17/2024,Typhoid,32,2
HC18676,5,3/21/2025,Typhoid,34,2
HC18677,9,12/24/2025,Typhoid,24,5
HC18678,5,10/26/2025,Typhoid,29,1
HC18679,5,8/24/2025,Food Poisoning,18,4
HC18680,12,10/7/2024,Food Poisoning,30,1
HC18681,22,7/30/2024,Food Poisoning,29,5
HC18682,7,2/13/2025,Diarrheal Disease,33,2
HC18683,16,11/6/2025,Food Poisoning,11,1
HC18684,15,2/22/2024,Diarrheal Disease,21,4
HC18685,3,6/21/2025,Typhoid,5,1
HC18686,17,8/16/2025,Diarrheal Disease,6,1
HC18687,13,3/26/2024,Food Poisoning,39,1
HC18688,6,6/16/2024,Food Poisoning,36,5
HC18689,8,7/4/2024,Typhoid,17,1
HC18690,9,10/7/2025,Typhoid,2,2
HC18691,10,8/5/2024,Food Poisoning,2,4
HC18692,20,8/21/2024,Food Poisoning,32,5
HC18693,17,9/21/2024,Diarrheal Disease,35,2
HC18694,17,6/14/2024,Diarrheal Disease,1,4
HC18695,23,10/29/2024,Typhoid,11,5
HC18696,20,12/26/2025,Typhoid,36,2
HC18697,11,7/21/2025,Typhoid,23,3
HC18698,24,12/10/2024,Typhoid,31,2
HC18699,10,12/17/2025,Typhoid,20,4
HC18700,1,7/6/2025,Diarrheal Disease,14,1
HC18701,16,4/9/2024,Diarrheal Disease,29,4
HC18702,16,11/9/2025,Diarrheal Disease,33,5
HC18703,5,2/24/2024,Typhoid,16,5
